W_1,L_1,Pts_1,Opp_1,MOV_1,SOS_1,SRS_1,NRtg_1,W_2,L_2,Pts_2,Opp_2,MOV_2,SOS_2,SRS_2,NRtg_2,Score_dif
25,10,76.9,67.6,9.31,10.38,19.69,30.03,29,7,73.6,60.0,13.61,12.21,25.82,39.8,-2
19,14,67.1,58.2,8.97,-1.47,4.86,10.48,29,3,74.2,56.4,17.81,7.32,25.14,38.92,-16
22,9,71.0,63.9,7.06,12.11,19.17,30.4,31,5,85.3,58.8,26.56,3.24,24.27,30.65,-6
28,5,65.6,55.3,10.3,12.1,22.4,33.78,31,5,85.3,58.8,26.56,3.24,24.27,30.65,-14
22,13,71.2,60.3,10.91,12.53,23.44,36.55,31,5,85.3,58.8,26.56,3.24,24.27,30.65,-7
23,11,63.9,53.4,10.53,-5.84,-2.57,3.73,28,5,79.9,62.7,17.15,7.07,24.23,35.68,-18
22,11,68.3,58.7,9.67,1.29,7.26,15.3,24,10,74.1,65.6,8.44,14.21,23.78,34.78,-11
24,11,66.1,56.8,9.31,11.66,20.97,33.02,24,10,74.1,65.6,8.44,14.21,23.78,34.78,-7
20,12,71.3,64.1,7.16,9.14,16.3,27.42,22,13,71.2,60.3,10.91,12.53,23.44,36.55,-19
29,3,74.2,56.4,17.81,7.32,25.14,38.92,22,13,71.2,60.3,10.91,12.53,23.44,36.55,-10
27,6,69.7,54.8,14.85,2.08,16.92,28.19,27,6,67.3,55.2,12.06,11.11,23.17,36.02,-3
26,8,70.4,62.2,8.26,3.61,11.37,20.48,23,12,75.8,67.4,8.4,14.3,22.7,34.35,-14
28,5,79.9,62.7,17.15,7.07,24.23,35.68,23,12,75.8,67.4,8.4,14.3,22.7,34.35,-5
27,6,67.3,55.2,12.06,11.11,23.17,36.02,34,2,74.1,53.1,20.94,1.75,22.69,35.1,-9
22,12,68.2,66.5,1.71,-3.51,-1.8,1.15,24,8,71.7,58.1,13.53,10.06,22.54,35.68,-22
26,6,74.5,66.3,8.22,1.44,9.69,17.72,24,10,66.2,53.7,12.47,10.06,22.5,35.21,-6
18,15,61.5,58.5,3.03,-1.23,-0.95,2.78,28,5,65.6,55.3,10.3,12.1,22.4,33.78,-8
24,5,69.2,51.8,17.38,-3.71,13.67,24.23,24,11,64.0,55.3,8.71,15.68,22.33,34.03,-16
24,8,71.7,58.1,13.53,10.06,22.54,35.68,24,11,64.0,55.3,8.71,15.68,22.33,34.03,-22
28,5,71.8,57.5,14.36,1.31,15.68,26.07,24,11,66.1,56.8,9.31,11.66,20.97,33.02,-11
24,8,73.0,64.4,8.56,1.59,10.15,17.53,20,13,61.4,55.5,5.97,17.41,20.75,31.83,-25
25,8,63.6,54.7,8.88,-4.59,1.6,8.34,24,8,73.5,64.0,9.47,10.42,19.89,31.33,-30
21,12,74.2,67.1,7.09,8.34,15.43,24.18,25,10,76.9,67.6,9.31,10.38,19.69,30.03,-9
20,11,60.3,58.4,1.9,12.37,14.27,22.53,24,9,67.9,56.2,11.67,7.54,19.21,31.51,-18
19,14,76.3,66.8,9.52,13.66,21.93,30.98,24,9,66.3,59.5,6.82,11.19,18.01,29.52,-3
21,11,60.9,56.3,4.63,10.43,15.05,25.61,21,12,64.4,58.7,5.73,12.24,17.97,29.12,-8
26,7,63.5,51.8,11.67,-7.01,4.54,12.33,25,9,70.9,62.3,8.68,9.09,17.76,28.24,-4
22,11,65.4,56.9,8.52,11.35,19.87,32.14,22,11,62.6,57.5,5.12,11.58,16.71,27.65,-5
23,8,70.0,61.5,8.52,0.81,9.33,18.77,23,11,63.6,58.6,5.03,9.72,14.75,24.68,-15
24,8,73.5,64.0,9.47,10.42,19.89,31.33,23,11,63.6,58.6,5.03,9.72,14.75,24.68,-2
22,11,65.2,55.0,10.24,10.86,21.1,34.46,31,3,67.1,49.7,17.41,-5.44,11.97,22.82,-10
17,16,59.3,59.2,0.15,-7.19,-8.85,-3.73,33,5,76.4,47.0,29.37,15.62,44.99,68.65,-36
20,14,57.1,57.4,-0.24,17.35,17.11,27.53,33,5,76.4,47.0,29.37,15.62,44.99,68.65,-46
26,7,75.7,62.5,13.24,10.93,24.17,37.2,33,5,76.4,47.0,29.37,15.62,44.99,68.65,-18
28,7,74.0,57.7,16.23,9.78,24.0,35.51,33,5,76.4,47.0,29.37,15.62,44.99,68.65,-15
17,16,53.2,52.5,0.67,0.18,0.84,5.21,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-41
20,13,67.5,60.8,6.76,11.51,18.27,30.7,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-19
26,9,70.9,59.6,11.37,10.7,22.07,34.55,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-15
27,9,74.0,60.1,13.86,17.25,31.11,48.16,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-19
35,2,76.0,55.3,20.7,14.39,35.09,53.39,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-12
35,4,78.9,52.9,26.0,16.96,41.91,62.9,40,0,78.4,50.9,27.55,16.63,43.27,61.57,-19
24,9,70.4,53.3,17.06,-7.2,2.23,10.57,35,4,78.9,52.9,26.0,16.96,41.91,62.9,-31
25,10,70.0,61.4,8.6,11.98,20.58,32.28,35,4,78.9,52.9,26.0,16.96,41.91,62.9,-11
31,4,63.9,54.4,9.43,3.46,12.89,24.74,35,4,78.9,52.9,26.0,16.96,41.91,62.9,-44
31,5,77.3,60.9,16.36,11.88,28.24,43.19,35,4,78.9,52.9,26.0,16.96,41.91,62.9,-31
33,5,76.4,47.0,29.37,15.62,44.99,68.65,35,4,78.9,52.9,26.0,16.96,41.91,62.9,-8
26,5,65.2,46.3,18.87,-6.44,11.19,22.91,35,2,76.0,55.3,20.7,14.39,35.09,53.39,-22
24,10,63.8,52.0,11.76,9.82,21.59,35.27,35,2,76.0,55.3,20.7,14.39,35.09,53.39,-17
25,10,61.2,50.3,10.91,8.92,19.17,32.29,35,2,76.0,55.3,20.7,14.39,35.09,53.39,-16
27,6,75.2,55.9,19.21,12.99,32.2,48.21,35,2,76.0,55.3,20.7,14.39,35.09,53.39,-12
20,13,59.9,57.5,2.45,-5.72,-3.27,2.53,27,6,75.2,55.9,19.21,12.99,32.2,48.21,-35
23,10,71.8,61.5,10.3,8.72,19.03,32.09,27,6,75.2,55.9,19.21,12.99,32.2,48.21,-16
24,10,61.5,56.4,5.12,13.85,18.97,32.3,27,6,75.2,55.9,19.21,12.99,32.2,48.21,-27
23,9,80.1,69.0,11.06,-6.23,4.83,12.68,27,9,74.0,60.1,13.86,17.25,31.11,48.16,-23
23,11,72.0,65.8,6.26,12.73,19.0,30.37,27,9,74.0,60.1,13.86,17.25,31.11,48.16,-15
21,13,68.6,63.4,5.26,13.8,19.07,30.13,27,9,74.0,60.1,13.86,17.25,31.11,48.16,-11
24,8,61.9,54.1,7.84,-1.71,0.89,5.95,26,6,75.9,55.5,20.44,10.86,28.59,41.39,-29
18,14,55.4,52.5,2.91,-5.35,-2.44,1.35,31,5,77.3,60.9,16.36,11.88,28.24,43.19,-15
23,10,68.8,61.0,7.85,11.18,19.03,31.24,31,5,77.3,60.9,16.36,11.88,28.24,43.19,-4
24,11,67.8,58.3,9.54,17.59,25.42,38.65,31,5,77.3,60.9,16.36,11.88,28.24,43.19,-7
23,10,58.3,53.4,4.97,-3.62,1.35,7.41,24,11,67.8,58.3,9.54,17.59,25.42,38.65,-22
24,9,62.1,52.3,9.76,7.93,17.84,30.37,24,11,67.8,58.3,9.54,17.59,25.42,38.65,-2
29,4,67.5,54.2,13.36,-3.67,9.69,19.6,26,7,75.7,62.5,13.24,10.93,24.17,37.2,-8
23,11,62.2,52.9,9.32,9.09,17.52,26.79,26,7,75.7,62.5,13.24,10.93,24.17,37.2,-10
26,8,23.7,,,-5.12,4.36,,28,7,74.0,57.7,16.23,9.78,24.0,35.51,-6
31,2,74.3,55.1,19.21,1.36,20.57,33.74,28,7,74.0,57.7,16.23,9.78,24.0,35.51,-3
28,6,75.1,59.5,15.65,6.5,19.02,24.35,28,7,74.0,57.7,16.23,9.78,24.0,35.51,-17
25,8,64.4,57.5,6.88,-5.32,1.56,7.48,26,9,70.9,59.6,11.37,10.7,22.07,34.55,-26
23,9,60.4,52.8,7.56,11.58,19.03,31.29,26,9,70.9,59.6,11.37,10.7,22.07,34.55,-12
18,14,67.3,62.8,4.59,13.92,18.51,29.83,24,10,63.8,52.0,11.76,9.82,21.59,35.27,-13
20,12,63.4,58.9,4.5,10.82,15.32,26.57,21,13,70.8,65.8,5.03,15.93,20.96,33.04,-21
19,12,71.4,65.9,5.48,10.02,15.5,26.21,25,10,70.0,61.4,8.6,11.98,20.58,32.28,-10
18,13,62.7,57.3,5.45,13.3,18.75,30.27,31,2,74.3,55.1,19.21,1.36,20.57,33.74,-14
23,9,68.6,56.8,11.75,0.57,9.28,17.51,25,10,61.2,50.3,10.91,8.92,19.17,32.29,-32
25,9,65.8,59.2,6.59,10.84,17.42,29.36,25,10,61.2,50.3,10.91,8.92,19.17,32.29,-11
24,9,71.4,60.3,11.12,7.52,17.43,27.43,21,13,68.6,63.4,5.26,13.8,19.07,30.13,-8
31,2,71.6,55.0,16.58,3.9,20.48,35.12,21,13,68.6,63.4,5.26,13.8,19.07,30.13,-6
28,6,74.9,62.2,12.74,-1.79,10.94,19.09,23,9,60.4,52.8,7.56,11.58,19.03,31.29,-5
20,12,67.0,59.9,7.13,8.45,15.57,26.41,23,10,68.8,61.0,7.85,11.18,19.03,31.24,-12
26,7,66.2,57.3,8.91,-0.16,8.75,18.68,23,10,71.8,61.5,10.3,8.72,19.03,32.09,-14
22,10,60.9,55.4,5.47,14.76,20.23,33.1,28,6,75.1,59.5,15.65,6.5,19.02,24.35,-13
26,6,75.9,55.5,20.44,10.86,28.59,41.39,28,6,75.1,59.5,15.65,6.5,19.02,24.35,-11
20,13,60.7,57.0,3.73,4.3,8.03,16.9,24,10,61.5,56.4,5.12,13.85,18.97,32.3,-2
21,13,70.8,65.8,5.03,15.93,20.96,33.04,24,10,61.5,56.4,5.12,13.85,18.97,32.3,-4
25,7,74.8,62.8,11.94,8.21,20.14,33.08,20,13,67.5,60.8,6.76,11.51,18.27,30.7,-5
23,7,70.1,60.1,10.07,5.38,15.45,25.3,24,9,62.1,52.3,9.76,7.93,17.84,30.37,-17
25,7,37.3,,,-1.37,7.82,,23,11,62.2,52.9,9.32,9.09,17.52,26.79,-8
24,9,68.2,57.4,10.73,-0.88,7.87,16.02,25,9,65.8,59.2,6.59,10.84,17.42,29.36,-15
24,5,72.0,53.3,18.72,-0.04,18.69,30.5,20,14,57.1,57.4,-0.24,17.35,17.11,27.53,-3
29,3,74.4,52.4,22.03,-9.34,9.98,21.3,31,4,63.9,54.4,9.43,3.46,12.89,24.74,-7
26,8,65.0,55.7,9.29,-2.0,7.29,15.89,31,4,63.9,54.4,9.43,3.46,12.89,24.74,-3
22,9,68.5,58.0,10.48,8.21,18.69,30.69,26,8,65.0,55.7,9.29,-2.0,7.29,15.89,-6
17,16,64.8,66.8,-2.03,-1.67,-3.7,-0.42,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-68
21,12,65.7,56.5,9.24,11.17,18.38,28.36,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-33
26,8,75.0,56.8,18.21,12.22,30.43,45.51,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-26
30,6,75.4,57.9,17.5,11.53,29.03,43.3,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-30
35,2,81.2,59.2,21.95,15.79,37.74,54.66,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-18
29,9,71.7,58.6,13.16,13.45,26.61,40.71,35,4,82.5,49.8,32.72,16.36,49.07,71.7,-33
17,15,59.2,58.5,0.69,-8.51,-7.82,-5.2,34,2,81.1,54.1,27.03,15.82,42.29,61.85,-42
23,10,74.8,65.0,9.82,12.08,22.51,33.12,34,2,81.1,54.1,27.03,15.82,42.29,61.85,-38
19,15,73.0,68.6,4.35,0.62,4.98,10.97,35,2,81.2,59.2,21.95,15.79,37.74,54.66,-33
21,13,67.5,60.3,7.24,12.6,17.83,26.68,35,2,81.2,59.2,21.95,15.79,37.74,54.66,-17
20,14,69.9,65.7,4.18,14.53,15.89,24.76,35,2,81.2,59.2,21.95,15.79,37.74,54.66,-30
33,3,74.5,53.9,20.64,12.88,33.52,49.22,35,2,81.2,59.2,21.95,15.79,37.74,54.66,-11
28,6,64.1,46.6,17.53,-6.44,9.92,18.41,33,3,74.5,53.9,20.64,12.88,33.52,49.22,-16
22,11,73.4,59.7,13.7,11.17,24.87,37.11,33,3,74.5,53.9,20.64,12.88,33.52,49.22,-9
25,9,67.0,59.0,8.0,12.49,20.46,32.55,33,3,74.5,53.9,20.64,12.88,33.52,49.22,-8
17,17,63.4,60.9,2.44,2.1,1.67,6.23,33,3,70.5,51.9,18.56,12.67,31.22,47.11,-16
22,11,60.1,55.4,4.7,11.11,15.81,25.77,33,3,70.5,51.9,18.56,12.67,31.22,47.11,-33
30,3,70.5,57.4,13.15,-5.51,7.64,13.22,26,8,75.0,56.8,18.21,12.22,30.43,45.51,-20
25,9,61.7,52.1,9.56,10.35,19.91,32.54,26,8,75.0,56.8,18.21,12.22,30.43,45.51,-25
21,12,58.0,52.0,6.0,-4.89,1.11,6.37,30,6,75.4,57.9,17.5,11.53,29.03,43.3,-20
28,3,75.9,59.1,16.77,3.5,20.27,30.21,30,6,75.4,57.9,17.5,11.53,29.03,43.3,-14
32,4,67.0,52.2,14.75,4.79,19.54,33.18,30,6,75.4,57.9,17.5,11.53,29.03,43.3,-7
18,13,69.7,54.9,14.74,-2.27,2.39,7.22,27,8,77.6,63.9,13.71,14.26,27.97,41.22,-21
25,8,65.7,58.8,6.91,4.0,10.91,19.52,27,8,77.6,63.9,13.71,14.26,27.97,41.22,-16
24,11,72.6,66.6,6.03,14.18,20.21,31.82,27,8,77.6,63.9,13.71,14.26,27.97,41.22,-15
25,8,67.1,57.3,9.82,0.67,10.49,19.57,29,9,71.7,58.6,13.16,13.45,26.61,40.71,-25
25,9,67.9,61.4,6.5,12.17,18.67,29.57,29,9,71.7,58.6,13.16,13.45,26.61,40.71,-13
34,2,81.1,54.1,27.03,15.82,42.29,61.85,29,9,71.7,58.6,13.16,13.45,26.61,40.71,-1
27,8,77.6,63.9,13.71,14.26,27.97,41.22,29,9,71.7,58.6,13.16,13.45,26.61,40.71,-8
32,4,71.8,58.5,13.36,10.98,24.34,36.15,29,9,71.7,58.6,13.16,13.45,26.61,40.71,-7
24,10,61.1,55.4,5.76,2.07,7.84,15.5,25,10,69.9,57.7,12.11,14.46,26.58,40.72,-26
21,11,67.7,61.1,6.59,3.03,8.48,12.64,26,6,73.6,59.1,14.56,11.85,26.41,39.11,-30
21,12,70.8,69.6,1.21,12.6,13.81,22.19,22,11,73.4,59.7,13.7,11.17,24.87,37.11,-17
24,9,68.2,59.7,8.55,-0.21,6.04,10.05,32,4,71.8,58.5,13.36,10.98,24.34,36.15,-14
22,11,69.6,60.3,9.24,8.91,18.15,28.0,32,4,71.8,58.5,13.36,10.98,24.34,36.15,-4
22,12,69.0,61.6,7.41,9.93,15.18,24.16,32,4,71.8,58.5,13.36,10.98,24.34,36.15,-10
28,7,66.3,52.2,14.06,8.59,21.02,32.19,32,4,71.8,58.5,13.36,10.98,24.34,36.15,-3
27,6,69.2,50.1,19.06,4.51,18.84,22.12,24,9,67.4,57.6,9.73,13.2,22.93,34.94,-12
22,7,71.2,53.0,18.21,0.49,18.7,29.68,23,10,74.8,65.0,9.82,12.08,22.51,33.12,-16
24,8,64.7,54.0,10.66,-2.81,5.77,11.76,28,7,66.3,52.2,14.06,8.59,21.02,32.19,-20
24,9,67.4,57.6,9.73,13.2,22.93,34.94,28,7,66.3,52.2,14.06,8.59,21.02,32.19,-5
33,3,70.5,51.9,18.56,12.67,31.22,47.11,28,7,66.3,52.2,14.06,8.59,21.02,32.19,-2
29,4,68.5,54.9,13.67,-5.49,8.21,16.41,25,9,67.0,59.0,8.0,12.49,20.46,32.55,-14
25,10,69.9,57.7,12.11,14.46,26.58,40.72,25,9,67.0,59.0,8.0,12.49,20.46,32.55,-11
18,13,61.6,56.9,4.74,11.6,16.34,26.29,28,3,75.9,59.1,16.77,3.5,20.27,30.21,-6
21,12,74.4,62.8,11.55,5.06,13.8,21.88,24,11,72.6,66.6,6.03,14.18,20.21,31.82,-5
26,8,67.5,60.4,7.12,12.9,20.01,28.59,24,11,72.6,66.6,6.03,14.18,20.21,31.82,-13
24,9,68.7,57.6,11.06,-8.07,1.3,7.04,26,8,67.5,60.4,7.12,12.9,20.01,28.59,-17
26,7,63.9,52.3,11.58,-1.48,10.1,19.03,25,9,61.7,52.1,9.56,10.35,19.91,32.54,-8
25,8,66.8,59.7,7.15,-0.76,6.42,13.07,25,8,61.3,48.9,12.45,8.75,19.75,32.15,-22
17,14,63.8,60.7,3.06,13.83,16.9,27.27,32,4,67.0,52.2,14.75,4.79,19.54,33.18,-13
29,7,68.9,60.2,8.69,10.69,19.38,29.31,32,4,67.0,52.2,14.75,4.79,19.54,33.18,-9
27,4,66.9,49.3,17.61,-6.63,10.98,19.94,29,7,68.9,60.2,8.69,10.69,19.38,29.31,-5
27,7,71.1,52.6,18.5,-6.03,8.1,15.64,25,9,67.9,61.4,6.5,12.17,18.67,29.57,-34
23,9,64.5,53.9,10.59,4.76,14.07,22.08,21,12,65.7,56.5,9.24,11.17,18.38,28.36,-6
21,11,65.3,58.8,6.47,11.4,17.87,29.14,22,11,69.6,60.3,9.24,8.91,18.15,28.0,-1
21,11,65.0,59.3,5.78,10.73,16.51,26.09,21,13,67.5,60.3,7.24,12.6,17.83,26.68,-16
25,7,65.0,54.5,10.53,8.18,18.71,27.92,20,14,69.9,65.7,4.18,14.53,15.89,24.76,-15
25,8,61.3,48.9,12.45,8.75,19.75,32.15,20,14,69.9,65.7,4.18,14.53,15.89,24.76,-6
21,11,59.3,52.5,6.81,10.45,17.26,28.95,22,11,60.1,55.4,4.7,11.11,15.81,25.77,-8
29,3,67.9,47.3,20.53,0.75,19.87,32.78,22,12,69.0,61.6,7.41,9.93,15.18,24.16,-4
26,6,73.6,59.1,14.56,11.85,26.41,39.11,22,12,69.0,61.6,7.41,9.93,15.18,24.16,-5
24,8,72.0,57.4,14.56,7.77,22.33,34.15,25,8,65.7,58.8,6.91,4.0,10.91,19.52,-5
14,18,64.7,70.3,-5.66,-7.72,-13.37,-12.25,40,0,82.1,47.8,34.25,12.8,47.05,69.29,-43
23,10,71.5,64.4,7.03,6.23,13.27,22.39,40,0,82.1,47.8,34.25,12.8,47.05,69.29,-39
27,9,70.6,59.6,10.97,13.3,24.27,35.63,40,0,82.1,47.8,34.25,12.8,47.05,69.29,-15
33,4,76.7,60.2,16.57,14.55,31.12,45.72,40,0,82.1,47.8,34.25,12.8,47.05,69.29,-19
37,1,86.1,61.6,24.45,16.8,41.24,58.33,40,0,82.1,47.8,34.25,12.8,47.05,69.29,-21
21,12,69.2,65.2,3.94,-6.96,-3.02,0.63,37,1,86.1,61.6,24.45,16.8,41.24,58.33,-51
23,10,69.8,63.8,6.0,12.29,16.08,23.97,37,1,86.1,61.6,24.45,16.8,41.24,58.33,-17
25,9,70.7,60.8,9.91,13.47,23.38,34.89,37,1,86.1,61.6,24.45,16.8,41.24,58.33,-17
32,5,83.6,60.6,23.03,11.86,32.62,43.88,37,1,86.1,61.6,24.45,16.8,41.24,58.33,-19
28,7,81.8,62.7,19.17,12.69,31.86,46.42,37,1,86.1,61.6,24.45,16.8,41.24,58.33,-26
24,9,68.4,60.3,8.12,-6.87,1.25,7.55,28,7,80.0,63.7,16.34,17.28,33.62,48.14,-42
24,9,73.1,64.3,8.76,-4.83,3.93,10.45,32,5,83.6,60.6,23.03,11.86,32.62,43.88,-13
22,10,69.8,66.0,3.78,13.25,17.03,25.57,32,5,83.6,60.6,23.03,11.86,32.62,43.88,-19
26,9,81.3,68.5,12.83,13.16,25.99,36.19,32,5,83.6,60.6,23.03,11.86,32.62,43.88,-18
25,8,66.5,57.1,9.48,-3.34,3.07,9.39,28,7,81.8,62.7,19.17,12.69,31.86,46.42,-38
22,12,69.7,60.0,9.68,14.53,24.21,36.9,28,7,81.8,62.7,19.17,12.69,31.86,46.42,-5
29,6,77.9,62.9,14.97,14.71,29.69,43.44,28,7,81.8,62.7,19.17,12.69,31.86,46.42,-11
33,5,78.9,59.3,19.58,11.35,30.93,45.15,28,7,81.8,62.7,19.17,12.69,31.86,46.42,-3
19,14,75.2,70.3,4.88,0.48,0.61,4.03,33,4,76.7,60.2,16.57,14.55,31.12,45.72,-19
21,12,69.3,63.8,5.55,12.99,18.54,27.99,33,4,76.7,60.2,16.57,14.55,31.12,45.72,-19
24,8,75.1,66.9,8.16,12.59,20.75,30.99,33,4,76.7,60.2,16.57,14.55,31.12,45.72,-25
27,10,78.8,65.5,13.32,13.28,26.61,38.31,33,4,76.7,60.2,16.57,14.55,31.12,45.72,-9
25,9,72.9,57.2,15.74,-2.68,6.41,11.81,33,5,78.9,59.3,19.58,11.35,30.93,45.15,-46
27,9,78.2,69.3,8.83,10.1,18.94,29.47,33,5,78.9,59.3,19.58,11.35,30.93,45.15,-30
21,13,70.0,65.1,4.91,14.81,19.72,30.48,33,5,78.9,59.3,19.58,11.35,30.93,45.15,-26
17,16,69.5,67.6,1.91,8.65,10.56,17.9,29,6,77.9,62.9,14.97,14.71,29.69,43.44,-24
23,11,66.3,62.1,4.15,8.47,12.62,20.83,29,6,77.9,62.9,14.97,14.71,29.69,43.44,-16
18,15,68.2,66.8,1.39,0.81,2.21,6.71,29,5,72.9,54.6,18.26,10.58,27.58,40.22,-15
24,11,70.5,59.6,10.89,11.66,20.1,29.64,29,5,72.9,54.6,18.26,10.58,27.58,40.22,-9
24,8,83.8,71.5,12.25,-4.97,7.28,13.43,27,10,78.8,65.5,13.32,13.28,26.61,38.31,-2
23,10,73.3,63.8,9.55,11.19,20.74,31.64,27,10,78.8,65.5,13.32,13.28,26.61,38.31,-9
29,5,72.9,54.6,18.26,10.58,27.58,40.22,27,10,78.8,65.5,13.32,13.28,26.61,38.31,-7
28,5,71.5,55.3,16.18,-9.17,7.01,14.15,30,5,73.7,59.0,14.77,11.67,26.44,39.77,-15
26,9,83.3,74.9,8.4,-1.88,4.12,9.15,26,9,81.3,68.5,12.83,13.16,25.99,36.19,-46
23,10,72.6,63.5,9.06,12.48,21.54,32.85,26,9,81.3,68.5,12.83,13.16,25.99,36.19,-5
22,10,69.3,60.1,9.13,-0.68,3.59,7.75,27,9,70.6,59.6,10.97,13.3,24.27,35.63,-15
29,6,74.9,55.9,18.97,1.14,20.12,32.06,27,9,70.6,59.6,10.97,13.3,24.27,35.63,-16
29,7,83.5,71.6,11.92,7.53,19.45,29.14,27,9,70.6,59.6,10.97,13.3,24.27,35.63,-19
22,7,65.0,56.7,8.34,-1.16,7.19,14.42,22,12,69.7,60.0,9.68,14.53,24.21,36.9,-18
26,8,70.1,59.5,10.56,-1.41,9.15,16.86,25,9,70.7,60.8,9.91,13.47,23.38,34.89,-1
22,9,74.6,68.0,6.61,13.05,19.66,30.63,25,9,70.7,60.8,9.91,13.47,23.38,34.89,-7
29,4,69.8,56.2,13.52,-5.75,7.77,16.45,23,10,72.6,63.5,9.06,12.48,21.54,32.85,-6
22,11,70.1,61.4,8.76,0.98,5.27,8.76,26,7,75.6,63.4,12.21,9.25,21.46,33.36,-19
26,7,71.1,57.3,13.76,-4.39,9.37,17.93,24,8,75.1,66.9,8.16,12.59,20.75,30.99,-6
20,13,74.9,70.5,4.42,10.65,15.08,23.14,24,8,75.1,66.9,8.16,12.59,20.75,30.99,-22
28,5,70.8,54.2,16.58,-6.47,7.23,13.22,23,10,73.3,63.8,9.55,11.19,20.74,31.64,-30
29,5,75.1,53.6,21.47,5.68,24.54,29.57,29,6,74.9,55.9,18.97,1.14,20.12,32.06,-9
29,5,66.7,55.2,11.5,3.81,15.31,25.41,24,11,70.5,59.6,10.89,11.66,20.1,29.64,-19
20,12,79.7,69.8,9.81,11.37,19.34,27.99,21,13,70.0,65.1,4.91,14.81,19.72,30.48,-20
30,5,73.7,59.0,14.77,11.67,26.44,39.77,21,13,70.0,65.1,4.91,14.81,19.72,30.48,-9
23,10,82.0,71.8,10.24,-1.01,6.87,12.08,22,9,74.6,68.0,6.61,13.05,19.66,30.63,-29
18,15,77.5,68.9,8.58,13.81,22.39,33.91,29,7,83.5,71.6,11.92,7.53,19.45,29.14,-4
28,7,80.0,63.7,16.34,17.28,33.62,48.14,29,7,83.5,71.6,11.92,7.53,19.45,29.14,-9
27,7,72.4,60.1,12.21,-2.81,9.4,17.61,27,9,78.2,69.3,8.83,10.1,18.94,29.47,-22
20,11,72.7,64.4,8.32,12.75,21.08,32.32,21,12,69.3,63.8,5.55,12.99,18.54,27.99,-11
25,8,66.9,56.3,10.58,1.35,11.92,21.6,22,10,69.8,66.0,3.78,13.25,17.03,25.57,-1
18,13,71.5,66.6,4.9,11.4,16.31,25.32,23,10,69.8,63.8,6.0,12.29,16.08,23.97,-8
23,8,81.5,73.0,8.58,4.92,13.5,20.67,20,13,74.9,70.5,4.42,10.65,15.08,23.14,-14
20,12,66.1,58.7,7.34,9.44,16.79,26.8,23,10,71.5,64.4,7.03,6.23,13.27,22.39,-10
22,13,67.1,64.6,2.57,12.35,14.92,22.33,23,11,66.3,62.1,4.15,8.47,12.62,20.83,-3
15,19,59.5,61.0,-1.47,-6.92,-8.39,-6.11,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-56
23,10,68.7,61.2,7.52,13.35,20.86,33.35,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-36
24,11,67.7,58.5,9.23,12.72,20.52,32.58,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-51
28,7,76.5,65.6,10.91,7.57,18.49,30.71,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-21
34,3,78.6,61.1,17.51,13.66,31.17,47.21,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-23
36,3,79.8,59.8,20.08,16.63,36.7,54.72,38,1,89.3,48.6,40.64,11.02,51.66,76.41,-10
24,9,64.6,55.0,9.58,-1.16,5.19,11.82,36,3,79.8,59.8,20.08,16.63,36.7,54.72,-34
27,8,86.0,70.2,15.8,5.45,21.25,32.22,36,3,79.8,59.8,20.08,16.63,36.7,54.72,-12
26,10,69.3,60.5,8.75,13.13,21.88,34.67,36,3,79.8,59.8,20.08,16.63,36.7,54.72,-21
33,4,79.5,59.0,20.49,10.97,31.46,47.58,36,3,79.8,59.8,20.08,16.63,36.7,54.72,-9
34,3,75.9,51.5,24.35,12.51,34.24,47.52,36,3,79.8,59.8,20.08,16.63,36.7,54.72,-1
21,11,35.0,,,-5.99,-6.47,,34,3,75.9,51.5,24.35,12.51,34.24,47.52,-33
22,10,69.5,61.8,7.69,10.7,18.38,30.67,34,3,75.9,51.5,24.35,12.51,34.24,47.52,-29
26,9,75.3,65.3,10.06,12.02,22.08,35.2,34,3,75.9,51.5,24.35,12.51,34.24,47.52,-2
32,5,75.5,55.9,19.62,9.11,27.35,40.81,34,3,75.9,51.5,24.35,12.51,34.24,47.52,-6
23,9,71.8,62.7,9.06,11.2,20.26,31.9,33,4,79.5,59.0,20.49,10.97,31.46,47.58,-41
18,14,59.7,54.5,5.19,12.1,15.85,25.38,33,4,79.5,59.0,20.49,10.97,31.46,47.58,-29
26,8,79.5,72.6,6.88,14.1,20.98,33.14,33,4,79.5,59.0,20.49,10.97,31.46,47.58,-15
22,8,72.0,61.6,10.33,-6.33,-0.97,3.33,34,3,78.6,61.1,17.51,13.66,31.17,47.21,-18
